Matching w_words and x_words
w_word	x_word	final_pairing_value
1121212342334344	1213243114232434	1
1121212342343434	1213243114223344	1
1121212343423344	1213243112243434	1
1121212343423434	1213243112243344	1
1121212343434234	1213243112233444	1
1121213232434344	1213241324132434	-1
1121213233424344	1213241323142434	1
1121213234234344	1213241321432434	-1
1121213234243434	1213241321423344	1
1121213234342344	1213241321324434	1
1121213234342434	1213241321324344	-1
1121213243423344	1213241312243434	-1
1121213243423434	1213241312243344	-1
1121213342342344	1213241213324434	1
1121213342342434	1213241213324344	-1
1121213342434234	1213241213233444	1
1121213423234344	1213241132432434	1
1121213423243434	1213241132423344	1
1121213423342344	1213241132324434	1
1121213423342434	1213241132324344	1
1121213423423344	1213241132243434	1
1121213423423434	1213241132243344	1
1121213423434234	1213241132233444	1
1121213434234234	1213241122333444	1
1121223134234344	1213231421432434	-1
1121223134243434	1213231421423344	1
1121223142334344	1213231414232434	1
1121223142343434	1213231414223344	1
1121223341234344	1213231214432434	-1
1121223341243434	1213231214423344	1
1121223341342344	1213231214324434	1
1121223341423434	1213231214243344	1
1121223412343434	1213231144223344	1
1121223413234344	1213231142432434	1
1121223413243434	1213231142423344	1
1121223434123344	1213231122443434	1
1121223434123434	1213231122443344	1
1121231234234344	1213214321432434	-1
1121231234243434	1213214321423344	1
1121231234342344	1213214321324434	1
1121231243423434	1213214312243344	-1
1121231323424344	1213214233142434	1
1121231324234344	1213214231432434	1
1121231324342344	1213214231324434	-1
1121231342342344	1213214213324434	1
1121231342342434	1213214213324344	-1
1121231342423434	1213214213243344	1
1121231342434234	1213214213233444	1
1121231423243434	1213214132423344	1
1121231423342344	1213214132324434	1
1121231423423344	1213214132243434	1
1121231423423434	1213214132243344	1
1121231423434234	1213214132233444	1
1121232314234344	1213213241432434	-1
1121232314243434	1213213241423344	1
1121232341234344	1213213214432434	-1
1121232341243434	1213213214423344	1
1121232341342344	1213213214324434	1
1121232341423344	1213213214243434	1
1121232341423434	1213213214243344	1
1121232412343434	1213213144223344	1
1121232434123434	1213213122443344	1
1121233412342344	1213212143324434	1
1121233412342434	1213212143324344	-1
1121234123234344	1213211432432434	1
1121234123423344	1213211432243434	1
1121234123423434	1213211432243344	1
1121234123434234	1213211432233444	1
1121234132324344	1213211423342434	1
1121234132342344	1213211423324434	1
1121234132342434	1213211423324344	1
1121234132434234	1213211423233444	1
1121234134232434	1213211422334344	1
1121234134234234	1213211422333444	1
1121234231423344	1213211324243434	1
1121234231423434	1213211324243344	1
1121234233412344	1213211323244434	1
1121234234123344	1213211322443434	1
1121234234123434	1213211322443344	1
1121234234132344	1213211322434434	-1
1121314234232434	1213141222334344	1
1121314234234234	1213141222333444	1
1121323142324344	1213122413342434	1
1121323142342344	1213122413324434	1
1121323142342434	1213122413324344	-1
1121323412342344	1213122143324434	1
1121323412342434	1213122143324344	-1
1121323412423434	1213122143243344	1
1121323414234234	1213122142333444	1
1121341223423434	1213114232243344	1
1121341234234234	1213114222333444	1
1121342341223434	1213112224343344	1
1121342341232434	1213112224334344	-1
1121342341234234	1213112224333444	-1
1122341231423434	1212113324243344	1
1122341234123434	1212113322443344	1
1123123412423434	1211322143243344	1
1123412341234234	1211132224333444	1

Total matching pairs: 959
Total w_words for which this is not true: 563

Other requested totals
Total w_words with more than one x_word having nonzero final_pairing_value: 544
Total w_words with exactly one nonzero x_word but pairing value not +/-1: 0

Mismatches among w_words with exactly one nonzero x_word and value +/-1
w_word	x_word	final_pairing_value	transpose_yamanouchi_word

Number of w_words with exactly one nonzero +/-1 pairing whose x_word does not match the transposed-tableau Yamanouchi word: 0

Audit
Total distinct w_words: 1522
Total w_words with no nonzero x_word: 19
w_words with no nonzero x_word
1112132423243344
1112132423243434
1112213242334344
1112213242334434
1112213242343344
1112213242343434
1112213342324344
1112213342324434
1112231242334344
1112231242334434
1112231242343344
1112231242343434
1112231342324344
1112231342324434
1112312423243434
1121213242334344
1121213242343434
1121231242343434
1121231342324344
Duplicate nonzero rows for the same (w_word, x_word): 0
