representative_index	w_word	x_word	x_index	status	final_pairing_value	used_three_strand_relation	pairing_value_warning	active_term_count	discharged_term_count	elapsed_sec	error	result_source
152	1111223323424344	1213122343142434	18146	fallback_evaluated_by_x_component_coloring	0	no		2	3	1.063		All_Pairings_0727.tsv
152	1111223323424344	1213122344132434	18155	fallback_evaluated_by_x_component_coloring	0	no		4	4	11.258		All_Pairings_0727.tsv
152	1111223323424344	1213122433142434	18202	fallback_evaluated_by_x_component_coloring	0	no		6	5	27.223		All_Pairings_0727.tsv
152	1111223323424344	1213211233244434	18837	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.848		All_Pairings_0727.tsv
152	1111223323424344	1213211243243434	18869	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.860		All_Pairings_0727.tsv
152	1111223323424344	1213211243342434	18874	fallback_evaluated_by_x_component_coloring	0	no		3	7	13.067		All_Pairings_0727.tsv
152	1111223323424344	1213211342243434	18920	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.394		All_Pairings_0727.tsv
152	1111223323424344	1213211344232434	18935	fallback_evaluated_by_x_component_coloring	0	no		3	5	5.874		All_Pairings_0727.tsv
152	1111223323424344	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.875		All_Pairings_0727.tsv
152	1111223323424344	1213211432243434	18962	fallback_evaluated_by_x_component_coloring	0	no		6	7	36.381		All_Pairings_0727.tsv
152	1111223323424344	1231121233244434	20829	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.596		All_Pairings_0727.tsv
152	1111223323424344	1231121243243434	20861	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.167		All_Pairings_0727.tsv
152	1111223323424344	1231121243342434	20866	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.712		All_Pairings_0727.tsv
152	1111223323424344	1231121342243434	20912	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.216		All_Pairings_0727.tsv
152	1111223323424344	1231121344232434	20927	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.557		All_Pairings_0727.tsv
152	1111223323424344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		2	8	24.733		All_Pairings_0727.tsv
152	1111223323424344	1231121432243434	20954	fallback_evaluated_by_x_component_coloring	0	no		3	6	7.627		All_Pairings_0727.tsv
152	1111223323424344	1231122343142434	21116	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.029		All_Pairings_0727.tsv
152	1111223323424344	1231122344132434	21125	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.564		All_Pairings_0727.tsv
152	1111223323424344	1231141232233444	21592	fallback_evaluated_by_x_component_coloring	0	no		5	5	19.237		All_Pairings_0727.tsv
152	1111223323424344	1231141232243434	21596	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.249		All_Pairings_0727.tsv
152	1111223323424344	1234111232233444	23584	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.810		All_Pairings_0727.tsv
152	1111223323424344	1234111232243434	23588	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.064		All_Pairings_0727.tsv
152	1111223323424344	1234121132233444	23794	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.220		All_Pairings_0727.tsv
152	1111223323424344	1234121132243434	23798	fallback_evaluated_by_x_component_coloring	0	no		2	4	4.555		All_Pairings_0727.tsv
152	1111223323424344	1234121233142434	23856	fallback_evaluated_by_x_component_coloring	-1	no		1	3	0.036		All_Pairings_0727.tsv
152	1111223323424344	1234121342132434	23935	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.053		All_Pairings_0727.tsv
153	1111223323424434	1122131342243344	7063	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	23	53.762		All_Pairings_0727.tsv
153	1111223323424434	1122131344232344	7078	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.811		All_Pairings_0727.tsv
153	1111223323424434	1122131432243344	7105	fallback_evaluated_by_x_component_coloring	0	no		2	8	12.382		All_Pairings_0727.tsv
153	1111223323424434	1123211342243344	10339	fallback_evaluated_by_x_component_coloring	0	no		3	6	6.739		All_Pairings_0727.tsv
153	1111223323424434	1123211344232344	10354	fallback_evaluated_by_x_component_coloring	0	no		2	7	11.348		All_Pairings_0727.tsv
153	1111223323424434	1123211432243344	10381	fallback_evaluated_by_x_component_coloring	0	no		2	8	15.082		All_Pairings_0727.tsv
153	1111223323424434	1123231142243344	11037	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.897		All_Pairings_0727.tsv
153	1111223323424434	1123231144232344	11052	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.749		All_Pairings_0727.tsv
153	1111223323424434	1123241132243344	11323	fallback_evaluated_by_x_component_coloring	0	no		1	7	6.840		All_Pairings_0727.tsv
153	1111223323424434	1211132344232344	12388	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.576		All_Pairings_0727.tsv
153	1111223323424434	1213121243233444	17887	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	11	8.467		All_Pairings_0727.tsv
153	1111223323424434	1213121243243344	17890	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.309		All_Pairings_0727.tsv
153	1111223323424434	1213121243342344	17895	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.001		All_Pairings_0727.tsv
153	1111223323424434	1213121344232344	17956	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.160		All_Pairings_0727.tsv
153	1111223323424434	1213121432233444	17980	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.084		All_Pairings_0727.tsv
153	1111223323424434	1213121432243344	17983	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.063		All_Pairings_0727.tsv
153	1111223323424434	1213122143233444	18055	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.148		All_Pairings_0727.tsv
153	1111223323424434	1213122143342344	18063	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	11	13.596		All_Pairings_0727.tsv
153	1111223323424434	1213122433142344	18201	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.414		All_Pairings_0727.tsv
153	1111223323424434	1213211243233444	18865	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.193		All_Pairings_0727.tsv
153	1111223323424434	1213211243342344	18873	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.550		All_Pairings_0727.tsv
153	1111223323424434	1213211344232344	18934	fallback_evaluated_by_x_component_coloring	0	no		3	5	4.823		All_Pairings_0727.tsv
153	1111223323424434	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.587		All_Pairings_0727.tsv
153	1111223323424434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		6	8	37.510		All_Pairings_0727.tsv
153	1111223323424434	1231121243233444	20857	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.634		All_Pairings_0727.tsv
153	1111223323424434	1231121243342344	20865	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.493		All_Pairings_0727.tsv
153	1111223323424434	1231121344232344	20926	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.388		All_Pairings_0727.tsv
153	1111223323424434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.150		All_Pairings_0727.tsv
153	1111223323424434	1231121432243344	20953	fallback_evaluated_by_x_component_coloring	0	no		3	7	9.130		All_Pairings_0727.tsv
153	1111223323424434	1231141232233444	21592	fallback_evaluated_by_x_component_coloring	0	no		4	4	6.727		All_Pairings_0727.tsv
153	1111223323424434	1231141232243344	21595	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.858		All_Pairings_0727.tsv
153	1111223323424434	1234111232233444	23584	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.210		All_Pairings_0727.tsv
153	1111223323424434	1234111232243344	23587	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.779		All_Pairings_0727.tsv
153	1111223323424434	1234121132233444	23794	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.228		All_Pairings_0727.tsv
153	1111223323424434	1234121132243344	23797	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.022		All_Pairings_0727.tsv
153	1111223323424434	1234121233142344	23855	fallback_evaluated_by_x_component_coloring	-1	no		1	2	0.012		All_Pairings_0727.tsv
154	1111223323442344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		9	11	99.264		All_Pairings_0727.tsv
154	1111223323442344	1112221343324434	1252	fallback_evaluated_by_x_component_coloring	0	no		6	7	32.598		All_Pairings_0727.tsv
154	1111223323442344	1122121333244434	6695	fallback_evaluated_by_x_component_coloring	0	no		6	9	45.286		All_Pairings_0727.tsv
154	1111223323442344	1122121343324434	6730	fallback_evaluated_by_x_component_coloring	0	no		4	6	14.065		All_Pairings_0727.tsv
154	1111223323442344	1122131243324434	7016	fallback_evaluated_by_x_component_coloring	0	no		4	5	8.240		All_Pairings_0727.tsv
154	1111223323442344	1122131342234434	7062	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	20	60.021		All_Pairings_0727.tsv
154	1111223323442344	1122131432234434	7104	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.474		All_Pairings_0727.tsv
154	1111223323442344	1122132343124434	7266	fallback_evaluated_by_x_component_coloring	0	no		2	4	4.555		All_Pairings_0727.tsv
154	1111223323442344	1122132433124434	7322	fallback_evaluated_by_x_component_coloring	0	no		4	4	8.121		All_Pairings_0727.tsv
154	1111223323442344	1123122143324434	9482	fallback_evaluated_by_x_component_coloring	0	no		3	8	14.522		All_Pairings_0727.tsv
154	1111223323442344	1123122433124434	9620	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.154		All_Pairings_0727.tsv
154	1111223323442344	1123211243324434	10292	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.529		All_Pairings_0727.tsv
154	1111223323442344	1123211432234434	10380	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.651		All_Pairings_0727.tsv
154	1111223323442344	1123241132234434	11322	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.343		All_Pairings_0727.tsv
154	1111223323442344	1123241233124434	11380	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.167		All_Pairings_0727.tsv
154	1111223323442344	1211122343324434	12088	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.316		All_Pairings_0727.tsv
154	1111223323442344	1212121333244434	15275	fallback_evaluated_by_x_component_coloring	0	no		3	8	13.826		All_Pairings_0727.tsv
154	1111223323442344	1212121343324434	15310	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.174		All_Pairings_0727.tsv
154	1111223323442344	1213121342234434	17940	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.730		All_Pairings_0727.tsv
154	1111223323442344	1213122133244434	18027	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.782		All_Pairings_0727.tsv
154	1111223323442344	1213122143234434	18057	fallback_evaluated_by_x_component_coloring	0	no		2	5	7.010		All_Pairings_0727.tsv
154	1111223323442344	1213122143324434	18062	fallback_evaluated_by_x_component_coloring	0	no		6	8	34.249		All_Pairings_0727.tsv
154	1111223323442344	1213122343124434	18144	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.783		All_Pairings_0727.tsv
154	1111223323442344	1213122433124434	18200	fallback_evaluated_by_x_component_coloring	0	no		4	6	16.752		All_Pairings_0727.tsv
154	1111223323442344	1213211243234434	18867	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.393		All_Pairings_0727.tsv
154	1111223323442344	1213211243324434	18872	fallback_evaluated_by_x_component_coloring	0	no		3	7	11.427		All_Pairings_0727.tsv
154	1111223323442344	1213211342234434	18918	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.127		All_Pairings_0727.tsv
154	1111223323442344	1213211432234434	18960	fallback_evaluated_by_x_component_coloring	0	no		4	6	11.792		All_Pairings_0727.tsv
154	1111223323442344	1231121243234434	20859	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.114		All_Pairings_0727.tsv
154	1111223323442344	1231121243324434	20864	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.056		All_Pairings_0727.tsv
154	1111223323442344	1231121342234434	20910	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.025		All_Pairings_0727.tsv
154	1111223323442344	1231121432234434	20952	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.938		All_Pairings_0727.tsv
154	1111223323442344	1231122343124434	21114	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.027		All_Pairings_0727.tsv
154	1111223323442344	1231141232234434	21594	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.803		All_Pairings_0727.tsv
154	1111223323442344	1234111232234434	23586	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.013		All_Pairings_0727.tsv
154	1111223323442344	1234121132234434	23796	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.221		All_Pairings_0727.tsv
154	1111223323442344	1234121233124434	23854	fallback_evaluated_by_x_component_coloring	1	no		1	3	0.027		All_Pairings_0727.tsv
155	1111223323442434	1122131344223344	7076	fallback_evaluated_by_x_component_coloring	0	no		4	6	17.684		All_Pairings_0727.tsv
155	1111223323442434	1122133442123344	7546	fallback_evaluated_by_x_component_coloring	0	no		4	4	10.717		All_Pairings_0727.tsv
155	1111223323442434	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	no		3	9	38.060		All_Pairings_0727.tsv
155	1111223323442434	1123231144223344	11050	fallback_evaluated_by_x_component_coloring	0	no		3	8	22.847		All_Pairings_0727.tsv
155	1111223323442434	1123231244123344	11136	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.565		All_Pairings_0727.tsv
155	1111223323442434	1123231442123344	11206	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.492		All_Pairings_0727.tsv
155	1111223323442434	1123241342123344	11458	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.032		All_Pairings_0727.tsv
155	1111223323442434	1123243142123344	11528	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.019		All_Pairings_0727.tsv
155	1111223323442434	1211132344223344	12386	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.742		All_Pairings_0727.tsv
155	1111223323442434	1213121243234344	17888	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	10	5.575		All_Pairings_0727.tsv
155	1111223323442434	1213121243324344	17893	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.917		All_Pairings_0727.tsv
155	1111223323442434	1213121344223344	17954	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.728		All_Pairings_0727.tsv
155	1111223323442434	1213121432234344	17981	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.952		All_Pairings_0727.tsv
155	1111223323442434	1213122143324344	18061	fallback_evaluated_by_x_component_coloring	0	no		6	8	37.798		All_Pairings_0727.tsv
155	1111223323442434	1213122433124344	18199	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.376		All_Pairings_0727.tsv
155	1111223323442434	1213211243324344	18871	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.793		All_Pairings_0727.tsv
155	1111223323442434	1213211344223344	18932	fallback_evaluated_by_x_component_coloring	0	no		5	6	23.531		All_Pairings_0727.tsv
155	1111223323442434	1213211432234344	18959	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.154		All_Pairings_0727.tsv
155	1111223323442434	1231121243324344	20863	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.188		All_Pairings_0727.tsv
155	1111223323442434	1231121344223344	20924	fallback_evaluated_by_x_component_coloring	0	no		3	4	5.303		All_Pairings_0727.tsv
155	1111223323442434	1231121432234344	20951	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.860		All_Pairings_0727.tsv
155	1111223323442434	1231141232234344	21593	fallback_evaluated_by_x_component_coloring	0	no		4	4	6.284		All_Pairings_0727.tsv
155	1111223323442434	1234111232234344	23585	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.030		All_Pairings_0727.tsv
155	1111223323442434	1234121132234344	23795	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.028		All_Pairings_0727.tsv
155	1111223323442434	1234121233124344	23853	fallback_evaluated_by_x_component_coloring	1	no		1	2	0.007		All_Pairings_0727.tsv
155	1111223323442434	1234121342123344	23932	fallback_evaluated_by_x_component_coloring	0	no		1	2	0.011		All_Pairings_0727.tsv
156	1111223323444234	1213121243233444	17887	fallback_proved_zero	0	no		0	4	0.308		All_Pairings_0727.tsv
156	1111223323444234	1213121243323444	17892	fallback_proved_zero	0	no		0	4	0.565		All_Pairings_0727.tsv
156	1111223323444234	1213121432233444	17980	fallback_proved_zero	0	no		0	4	0.906		All_Pairings_0727.tsv
156	1111223323444234	1213122143233444	18055	fallback_proved_zero	0	no		0	4	2.084		All_Pairings_0727.tsv
156	1111223323444234	1213122143323444	18060	fallback_evaluated_by_x_component_coloring	0	no		4	6	11.248		All_Pairings_0727.tsv
156	1111223323444234	1213122433123444	18198	fallback_evaluated_by_x_component_coloring	0	no		2	4	5.052		All_Pairings_0727.tsv
156	1111223323444234	1213211243233444	18865	fallback_proved_zero	0	no		0	4	1.215		All_Pairings_0727.tsv
156	1111223323444234	1213211243323444	18870	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.211		All_Pairings_0727.tsv
156	1111223323444234	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.784		All_Pairings_0727.tsv
156	1111223323444234	1231121243233444	20857	fallback_proved_zero	0	no		0	4	0.423		All_Pairings_0727.tsv
156	1111223323444234	1231121243323444	20862	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.728		All_Pairings_0727.tsv
156	1111223323444234	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.045		All_Pairings_0727.tsv
156	1111223323444234	1231141232233444	21592	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.036		All_Pairings_0727.tsv
156	1111223323444234	1234111232233444	23584	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.208		All_Pairings_0727.tsv
156	1111223323444234	1234121132233444	23794	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.220		All_Pairings_0727.tsv
156	1111223323444234	1234121233123444	23852	fallback_evaluated_by_x_component_coloring	1	no		1	1	0.003		All_Pairings_0727.tsv
158	1111223324234344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	30	136.494		All_Pairings_0727.tsv
158	1111223324234344	1112221343432434	1259	fallback_evaluated_by_x_component_coloring	0	no		6	5	26.131		All_Pairings_0727.tsv
158	1111223324234344	1122121333442434	6700	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	21	60.668		All_Pairings_0727.tsv
158	1111223324234344	1122121343432434	6737	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.515		All_Pairings_0727.tsv
158	1111223324234344	1122131233442434	6986	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	11	7.048		All_Pairings_0727.tsv
158	1111223324234344	1122131322443434	7033	fallback_evaluated_by_x_component_coloring	0	no		10	8	99.562		All_Pairings_0727.tsv
158	1111223324234344	1122131342432434	7074	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	10	9.356		All_Pairings_0727.tsv
158	1111223324234344	1122131432432434	7116	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.118		All_Pairings_0727.tsv
158	1111223324234344	1122132331442434	7236	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.641		All_Pairings_0727.tsv
158	1111223324234344	1122132341432434	7262	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.997		All_Pairings_0727.tsv
158	1111223324234344	1122132431432434	7318	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.198		All_Pairings_0727.tsv
158	1111223324234344	1122133421432434	7520	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	13	7.522		All_Pairings_0727.tsv
158	1111223324234344	1123122143432434	9489	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	13	10.904		All_Pairings_0727.tsv
158	1111223324234344	1123122341432434	9560	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.677		All_Pairings_0727.tsv
158	1111223324234344	1123122431432434	9616	fallback_evaluated_by_x_component_coloring	0	no		3	5	7.159		All_Pairings_0727.tsv
158	1111223324234344	1123142321432434	10196	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.171		All_Pairings_0727.tsv
158	1111223324234344	1123211322443434	10309	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.103		All_Pairings_0727.tsv
158	1111223324234344	1123211342432434	10350	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.309		All_Pairings_0727.tsv
158	1111223324234344	1123211432432434	10392	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.683		All_Pairings_0727.tsv
158	1111223324234344	1123231122443434	11007	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.560		All_Pairings_0727.tsv
158	1111223324234344	1123231142432434	11048	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.994		All_Pairings_0727.tsv
158	1111223324234344	1123231241432434	11124	fallback_evaluated_by_x_component_coloring	0	no		3	5	6.789		All_Pairings_0727.tsv
158	1111223324234344	1123231421432434	11180	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.132		All_Pairings_0727.tsv
158	1111223324234344	1123241132432434	11334	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.090		All_Pairings_0727.tsv
158	1111223324234344	1123241231432434	11376	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.213		All_Pairings_0727.tsv
158	1111223324234344	1123241321432434	11432	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.646		All_Pairings_0727.tsv
158	1111223324234344	1123243121432434	11502	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.369		All_Pairings_0727.tsv
158	1111223324234344	1211122343432434	12095	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.036		All_Pairings_0727.tsv
158	1111223324234344	1212121333442434	15280	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	8.358		All_Pairings_0727.tsv
158	1111223324234344	1212121343432434	15317	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.635		All_Pairings_0727.tsv
158	1111223324234344	1213121232443434	17855	fallback_evaluated_by_x_component_coloring	0	no		3	4	7.167		All_Pairings_0727.tsv
158	1111223324234344	1213121242333444	17882	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	15	20.091		All_Pairings_0727.tsv
158	1111223324234344	1213121322443434	17911	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.500		All_Pairings_0727.tsv
158	1111223324234344	1213121422333444	17959	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	9	4.762		All_Pairings_0727.tsv
158	1111223324234344	1213122132443434	18023	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.276		All_Pairings_0727.tsv
158	1111223324234344	1213122133442434	18032	fallback_evaluated_by_x_component_coloring	0	no		4	4	7.499		All_Pairings_0727.tsv
158	1111223324234344	1213122142333444	18050	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.750		All_Pairings_0727.tsv
158	1111223324234344	1213122143432434	18069	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	9	19	59.974		All_Pairings_0727.tsv
158	1111223324234344	1213122331442434	18114	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.804		All_Pairings_0727.tsv
158	1111223324234344	1213122341432434	18140	fallback_evaluated_by_x_component_coloring	0	no		2	5	6.887		All_Pairings_0727.tsv
158	1111223324234344	1213122431432434	18196	fallback_evaluated_by_x_component_coloring	0	no		6	5	31.672		All_Pairings_0727.tsv
158	1111223324234344	1213211242333444	18860	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.039		All_Pairings_0727.tsv
158	1111223324234344	1213211322443434	18889	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.764		All_Pairings_0727.tsv
158	1111223324234344	1213211342432434	18930	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.900		All_Pairings_0727.tsv
158	1111223324234344	1213211422333444	18937	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.535		All_Pairings_0727.tsv
158	1111223324234344	1213211432432434	18972	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	11	12.349		All_Pairings_0727.tsv
158	1111223324234344	1231121232443434	20825	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.266		All_Pairings_0727.tsv
158	1111223324234344	1231121242333444	20852	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	9	3.039		All_Pairings_0727.tsv
158	1111223324234344	1231121322443434	20881	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.821		All_Pairings_0727.tsv
158	1111223324234344	1231121342432434	20922	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.591		All_Pairings_0727.tsv
158	1111223324234344	1231121422333444	20929	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.301		All_Pairings_0727.tsv
158	1111223324234344	1231121432432434	20964	fallback_evaluated_by_x_component_coloring	0	no		3	5	5.439		All_Pairings_0727.tsv
158	1111223324234344	1231141222333444	21571	fallback_evaluated_by_x_component_coloring	0	no		5	8	44.730		All_Pairings_0727.tsv
158	1111223324234344	1231141232432434	21606	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.988		All_Pairings_0727.tsv
158	1111223324234344	1234111222333444	23563	fallback_evaluated_by_x_component_coloring	0	no		2	5	6.939		All_Pairings_0727.tsv
158	1111223324234344	1234121122333444	23773	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.810		All_Pairings_0727.tsv
158	1111223324234344	1234121132432434	23808	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.256		All_Pairings_0727.tsv
158	1111223324234344	1234121231432434	23850	fallback_evaluated_by_x_component_coloring	-1	no		1	3	0.050		All_Pairings_0727.tsv
158	1111223324234344	1234121321432434	23906	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.200		All_Pairings_0727.tsv
159	1111223324234434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		10	9	99.395		All_Pairings_0727.tsv
159	1111223324234434	1122131342432344	7073	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	8.973		All_Pairings_0727.tsv
159	1111223324234434	1122131432432344	7115	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.203		All_Pairings_0727.tsv
159	1111223324234434	1122133421432344	7519	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	8.394		All_Pairings_0727.tsv
159	1111223324234434	1123211322443344	10308	fallback_evaluated_by_x_component_coloring	0	no		4	7	16.395		All_Pairings_0727.tsv
159	1111223324234434	1123211342432344	10349	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.521		All_Pairings_0727.tsv
159	1111223324234434	1123211432432344	10391	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.966		All_Pairings_0727.tsv
159	1111223324234434	1123231122443344	11006	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.715		All_Pairings_0727.tsv
159	1111223324234434	1123231142432344	11047	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.376		All_Pairings_0727.tsv
159	1111223324234434	1123231241432344	11123	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.765		All_Pairings_0727.tsv
159	1111223324234434	1123231421432344	11179	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.024		All_Pairings_0727.tsv
159	1111223324234434	1123241132432344	11333	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.928		All_Pairings_0727.tsv
