w_idx	w_word	x_word	x_index	status	final_pairing_value	used_three_strand_relation	pairing_value_warning	active_term_count	discharged_term_count	elapsed_sec	error
2436	1112314232234434	1231122314432344	21073	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.914	
3212	1112324341232434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.511	
3129	1112324231423344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.237	
83	1111222343432434	1231124323124344	21539	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.496	
93	1111223223443434	1213211243324344	18871	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.957	
92	1111223223443344	1123211243324434	10292	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.362	
132	1111223234432434	1231121432234344	20951	fallback_evaluated_by_x_component_coloring	0	no		3	5	4.640	
173	1111223323444234	1231121243323444	20862	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.728	
176	1111223324234434	1213121242333444	17882	fallback_evaluated_by_x_component_coloring	-1	yes	WARNING: 3-strand relation used	3	12	4.644	
158	1111223322344434	1213211434223344	18974	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	7	16	31.584	
157	1111223322344344	1123122143324434	9482	fallback_evaluated_by_x_component_coloring	0	no		8	8	61.270	
192	1111223342234434	1123231214432344	11087	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.312	
183	1111223324342434	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	no		4	9	46.546	
234	1111223432234434	1213142212333444	18685	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.357	
241	1111223432342434	1123231124423344	11029	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.274	
261	1111232223443434	1231114232234344	20783	fallback_evaluated_by_x_component_coloring	1	no		2	5	3.791	
259	1111232223434434	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	1	no		1	8	5.863	
275	1111232232443434	1231112224334344	20603	fallback_evaluated_by_x_component_coloring	0	no		2	7	10.009	
288	1111232234234434	1123214321432344	10963	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.240	
273	1111232232434434	1231114223233444	20766	fallback_evaluated_by_x_component_coloring	1	no		3	9	17.830	
289	1111232234243344	1213211432432434	18972	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	1	11	3.698	
290	1111232234243434	1213112322443344	17700	fallback_evaluated_by_x_component_coloring	0	no		2	6	9.180	
292	1111232234324344	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	0	no		4	6	9.713	
299	1111232234432344	1213212331244434	19087	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.710	
297	1111232234423344	1213212433142434	19180	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.794	
298	1111232234423434	1213114222343344	17794	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.846	
325	1111232322344344	1231114223324434	20773	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.034	
329	1111232322434434	1213114223233444	17796	fallback_evaluated_by_x_component_coloring	0	no		3	7	10.231	
331	1111232322443434	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.170	
344	1111232324234434	1213212142333444	19028	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.560	
355	1111232324432344	1231114232234434	20784	fallback_evaluated_by_x_component_coloring	0	no		3	5	4.596	
360	1111232342234434	1213213214432344	19283	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.869	
407	1111232432324434	1213213124432344	19227	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.232	
411	1111232432423344	1123213124432434	10648	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.549	
427	1111234223234344	1123211342432434	10350	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.943	
552	1112123223434344	1231211243233444	21835	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.297	
555	1112123223443434	1211321344223344	14126	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.041	
632	1112123323424434	1122311344232344	7846	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.346	
627	1112123323243444	1122311344223344	7844	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.106	
643	1112123324324434	1122311344232344	7846	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.658	
654	1112123342234434	1211322413432344	14351	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	9	3.618	
735	1112132232434434	1231114223342344	20774	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.282	
750	1112132234234434	1211312432432344	13955	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.977	
759	1112132234423344	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.404	
779	1112132243344234	1231211423323444	21917	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.582	
791	1112132322434434	1122313244132344	8246	fallback_evaluated_by_x_component_coloring	0	no		3	5	7.041	
806	1112132324234434	1231214122333444	22381	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.220	
822	1112132342234434	1211314223432344	13981	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.006	
848	1112132423234434	1231213142432344	22213	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.626	
895	1112134223324434	1122311344232344	7846	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.744	
893	1112134223323444	1121322133444234	5625	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.256	
906	1112134232234434	1231421212333444	23353	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.137	
1027	1112213232433444	1211132432234434	12414	fallback_evaluated_by_x_component_coloring	0	no		2	7	6.091	
1123	1112213342342434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.521	
1690	1112232134423434	1231214321243344	22503	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.637	
1884	1112233124243434	1231112432324344	20746	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.749	
2009	1112233412234434	1231213142432344	22213	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.585	
2265	1112312232434434	1122133424132344	7534	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	1	9	0.280	
2251	1112312223434434	1122133442132344	7548	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.275	
2282	1112312234243434	1231121432324344	20956	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.460	
2250	1112312223434344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.297	
2312	1112312243432344	1211132432234434	12414	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.427	
2436	1112314232234434	1231121324432344	20905	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.687	
2441	1112314232324434	1231121324432344	20905	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.698	
2862	1112323124243434	1231121432324344	20956	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.600	
2887	1112323142432344	1211132432234434	12414	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.432	
2909	1112323213424344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.232	
23	1111222323443434	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.059	
91	1111223223434434	1213211243233444	18865	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.355	
93	1111223223443434	1231121243324344	20863	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.190	
92	1111223223443344	1122131243324434	7016	fallback_evaluated_by_x_component_coloring	0	no		8	5	48.412	
102	1111223232344434	1213211423323444	18947	fallback_evaluated_by_x_component_coloring	0	no		2	8	9.641	
141	1111223243234434	1231121423432344	20947	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.487	
157	1111223322344344	1123211243324434	10292	fallback_evaluated_by_x_component_coloring	0	no		3	6	9.406	
158	1111223322344434	1213211243324344	18871	fallback_evaluated_by_x_component_coloring	1	no		3	6	9.065	
170	1111223323424434	1213211243233444	18865	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.193	
176	1111223324234434	1213121422333444	17959	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	1	11	3.751	
184	1111223324344234	1231121432323444	20955	fallback_evaluated_by_x_component_coloring	0	no		2	6	3.557	
192	1111223342234434	1213122314432344	18103	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.483	
213	1111223422334434	1123231124432344	11031	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.187	
234	1111223432234434	1213241122333444	19879	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.941	
259	1111232223434434	1231114232243344	20785	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.211	
261	1111232223443434	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.000	
258	1111232223434344	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	0	no		3	7	9.662	
273	1111232232434434	1231114223342344	20774	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.347	
290	1111232234243434	1234111222334344	23564	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.610	
288	1111232234234434	1213112422333444	17749	fallback_evaluated_by_x_component_coloring	-1	yes	WARNING: 3-strand relation used	1	11	3.660	
289	1111232234243344	1123211432432434	10392	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.917	
295	1111232234342434	1213112432324344	17776	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.612	
297	1111232234423344	1123212433142434	10600	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.941	
298	1111232234423434	1123213421243344	10785	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.609	
299	1111232234432344	1213114222334434	17793	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.538	
275	1111232232443434	1213211434223344	18974	fallback_partial		yes	WARNING: 3-strand relation used	5	18	38.267	
329	1111232322434434	1213114232233444	17812	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.896	
325	1111232322344344	1122113324432434	6590	fallback_evaluated_by_x_component_coloring	0	no		2	8	13.118	
338	1111232323424434	1123213144232344	10668	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.768	
344	1111232324234434	1213214122333444	19411	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.817	
349	1111232324324434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		3	6	10.618	
360	1111232342234434	1212113324432344	15169	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.442	
382	1111232422343344	1123213124432434	10648	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.825	
386	1111232423234434	1213213142432344	19243	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.547	
391	1111232423324434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		3	6	10.493	
433	1111234223324434	1123211342432344	10349	fallback_evaluated_by_x_component_coloring	0	no		2	6	3.598	
533	1112122343234434	1231423112432344	23492	fallback_evaluated_by_x_component_coloring	-1	no		1	4	0.113	
553	1112123223434434	1231211243233444	21835	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.341	
555	1112123223443434	1122331442123344	8698	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.239	
654	1112123342234434	1231421312432344	23422	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.107	
750	1112132234234434	1231211432432344	21941	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	9	1.879	
753	1112132234323444	1231112432344234	20750	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.286	
752	1112132234243434	1231112432324344	20746	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.777	
759	1112132234423344	1211312322344434	13868	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.420	
735	1112132232434434	1122311324243344	7815	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	16	18.599	
754	1112132234324344	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.459	
791	1112132322434434	1122314132243344	8347	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.322	
822	1112132342234434	1231214312432344	22492	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	7	0.074	
806	1112132324234434	1231412122333444	23143	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.577	
859	1112132423432344	1211314232234434	13986	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.463	
906	1112134232234434	1231421213432344	23371	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.027	
988	1112212342333444	1211233213244434	13479	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.355	
1428	1112223413234434	1231231142432344	22597	fallback_evaluated_by_x_component_coloring	1	no		1	5	1.333	
1468	1112223434123344	1211233231442434	13510	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.505	
1533	1112231243234434	1231423112432344	23492	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.104	
1690	1112232134423434	1211312422343344	13924	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	10.729	
2265	1112312232434434	1122133442132344	7548	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.128	
2251	1112312223434434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.494	
2561	1112321342234344	1211123323442434	12184	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.605	
2436	1112314232234434	1231141222333444	21571	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.441	
2522	1112321243432344	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.524	
2520	1112321243423344	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	no		4	6	9.321	
3209	1112324341223344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	7.316	
83	1111222343432434	1231124312234344	21502	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.439	
91	1111223223434434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.250	
90	1111223223434344	1213211243233444	18865	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.592	
92	1111223223443344	1211122343324434	12088	fallback_evaluated_by_x_component_coloring	0	no		4	4	10.762	
93	1111223223443434	1123231144223344	11050	fallback_evaluated_by_x_component_coloring	0	no		3	8	23.176	
116	1111223233442434	1231121432234344	20951	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.678	
106	1111223232443344	1123211324432434	10334	fallback_evaluated_by_x_component_coloring	0	no		5	8	49.438	
117	1111223233444234	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		4	6	9.936	
158	1111223322344434	1123211434223344	10394	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.710	
157	1111223322344344	1122131243324434	7016	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.078	
170	1111223323424434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.150	
176	1111223324234434	1213122142333444	18050	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.742	
192	1111223342234434	1231121324432344	20905	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.285	
195	1111223342323444	1123211324344234	10330	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.599	
197	1111223342324434	1213211324432344	18913	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.289	
214	1111223422343344	1234121123323444	23783	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.020	
234	1111223432234434	1123231124432344	11031	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.671	
239	1111223432324434	1123231124432344	11031	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.264	
246	1111223432432434	1123231124423344	11029	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.300	
259	1111232223434434	1213114232233444	17812	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.925	
261	1111232223443434	1231114232243344	20785	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.209	
269	1111232232344344	1123211324432434	10334	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.288	
275	1111232232443434	1123211434223344	10394	fallback_evaluated_by_x_component_coloring	0	no		1	8	7.083	
273	1111232232434434	1213112423233444	17754	fallback_evaluated_by_x_component_coloring	-1	yes	WARNING: 3-strand relation used	4	12	9.619	
288	1111232234234434	1231112422333444	20719	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.329	
290	1111232234243434	1231112322443344	20670	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.186	
298	1111232234423434	1231112422343344	20722	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.751	
299	1111232234432344	1213112322344434	17696	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.878	
289	1111232234243344	1213211422333444	18937	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.409	
306	1111232242343434	1123213414223344	10777	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.859	
325	1111232322344344	1231112224334434	20604	fallback_evaluated_by_x_component_coloring	0	no		1	7	8.165	
329	1111232322434434	1213212143233444	19033	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.398	
297	1111232234423344	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		2	9	22.893	
344	1111232324234434	1231112243432344	20660	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.230	
360	1111232342234434	1123214312432344	10942	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.754	
324	1111232322343444	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	-1	no		3	9	40.840	
381	1111232422334434	1231112234432344	20639	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.466	
380	1111232422334344	1123213124432434	10648	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.781	
391	1111232423324434	1231112243432344	20660	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.085	
433	1111234223324434	1123211344232344	10354	fallback_evaluated_by_x_component_coloring	0	no		1	8	5.406	
512	1112122334234434	1122331142432344	8539	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.500	
555	1112123223443434	1231211432234344	21929	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.710	
563	1112123232344344	1231211423323444	21917	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.312	
574	1112123233423444	1121322314344234	5692	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.191	
599	1112123242343344	1231211423323444	21917	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.192	
632	1112123323424434	1231211243233444	21835	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.479	
641	1112123324323444	1121322341344234	5728	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.080	
654	1112123342234434	1231421213432344	23371	fallback_evaluated_by_x_component_coloring	1	no		1	3	0.024	
735	1112132232434434	1122311324432344	7825	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.644	
750	1112132234234434	1231212431432344	22143	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.103	
748	1112132234233444	1231112432324344	20746	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.329	
754	1112132234324344	1211312322344434	13868	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.490	
791	1112132322434434	1122314134232344	8362	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.946	
806	1112132324234434	1211312243432344	13862	fallback_evaluated_by_x_component_coloring	0	no		1	6	5.297	
822	1112132342234434	1231423112432344	23492	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.141	
899	1112134223423344	1122311344232434	7847	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.567	
906	1112134232234434	1231211432432344	21941	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	9	3.648	
1014	1112213223434344	1231211243233444	21835	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.353	
1108	1112213324344234	1231211243323444	21840	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.055	
1138	1112213422343344	1121232134432434	4662	fallback_evaluated_by_x_component_coloring	0	no		4	5	9.675	
1445	1112223431243344	1121232134432434	4662	fallback_evaluated_by_x_component_coloring	0	no		4	5	9.635	
1690	1112232134423434	1231212431243344	22133	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.109	
1736	1112232314234434	1231213142432344	22213	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.638	
2186	1112234312423344	1122311344232434	7847	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.496	
2265	1112312232434434	1211132423342344	12404	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	1	10	1.747	
2251	1112312223434434	1231122433142344	21171	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.454	
2298	1112312242343434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.580	
2436	1112314232234434	1231141223432344	21589	fallback_evaluated_by_x_component_coloring	-1	no		1	4	0.166	
2441	1112314232324434	1231121423342344	20942	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.737	
2566	1112321342324344	1231124312233444	21501	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.378	
2483	1112321233424344	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	no		4	6	9.208	
2954	1112323241243434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.546	
3082	1112324132324344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.435	
23	1111222323443434	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	-1	no		3	9	40.629	
90	1111223223434344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	1	no		2	8	24.928	
92	1111223223443344	1213121243233444	17887	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	14	26.281	
93	1111223223443434	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	1	no		3	9	38.880	
106	1111223232443344	1213211423323444	18947	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.958	
144	1111223243323444	1123211323444234	10319	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.418	
158	1111223322344434	1213211423323444	18947	fallback_evaluated_by_x_component_coloring	0	no		3	7	9.875	
157	1111223322344344	1122121343324434	6730	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.469	
176	1111223324234434	1213211242333444	18860	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.863	
192	1111223342234434	1123243112432344	11480	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.440	
199	1111223342342434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.004	
197	1111223342324434	1123211324432344	10333	fallback_evaluated_by_x_component_coloring	0	no		2	8	9.618	
234	1111223432234434	1213231124432344	19611	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.412	
239	1111223432324434	1213231124432344	19611	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.725	
259	1111232223434434	1213211243233444	18865	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.400	
269	1111232232344344	1213211423323444	18947	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.123	
261	1111232223443434	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.085	
273	1111232232434434	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.584	
275	1111232232443434	1213211423324344	18948	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.891	
288	1111232234234434	1123213421432344	10795	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.510	
290	1111232234243434	1213114222334344	17792	fallback_evaluated_by_x_component_coloring	0	no		1	8	9.448	
297	1111232234423344	1213214321233444	19530	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.158	
299	1111232234432344	1231112322344434	20666	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.106	
289	1111232234243344	1213114222333444	17791	fallback_evaluated_by_x_component_coloring	0	no		2	8	12.221	
298	1111232234423434	1213214321243344	19533	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.593	
188	1111223324432434	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	no		8	8	93.235	
306	1111232242343434	1231112423324344	20730	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.899	
325	1111232322344344	1212113243324434	15128	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.920	
316	1111232243342434	1123213414223344	10777	fallback_evaluated_by_x_component_coloring	0	no		3	6	10.683	
329	1111232322434434	1231112243233444	20647	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.995	
344	1111232324234434	1123213142432344	10663	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.144	
360	1111232342234434	1234112212333444	23647	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.210	
381	1111232422334434	1123213124432344	10647	fallback_evaluated_by_x_component_coloring	0	no		2	6	3.922	
342	1111232324233444	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	no		4	9	50.621	
515	1112122334323444	1121322133444234	5625	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.691	
555	1112123223443434	1211322433124344	14371	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.140	
654	1112123342234434	1211321423432344	14149	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.248	
735	1112132232434434	1122311434232344	7888	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.988	
750	1112132234234434	1231412321432344	23275	fallback_evaluated_by_x_component_coloring	1	no		1	4	0.171	
755	1112132234324434	1231112432342344	20748	fallback_evaluated_by_x_component_coloring	0	no		1	6	1.795	
791	1112132322434434	1122314342132344	8484	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.171	
806	1112132324234434	1211314232432344	13997	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.121	
822	1112132342234434	1231412213432344	23203	fallback_evaluated_by_x_component_coloring	1	no		1	4	0.124	
906	1112134232234434	1231211423432344	21925	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.099	
1049	1112213234324434	1231121432342344	20958	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.395	
1076	1112213243432344	1211132432234434	12414	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.414	
1108	1112213324344234	1231121243323444	20862	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.838	
1127	1112213342432344	1211132432234434	12414	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.527	
1148	1112213423342344	1211233231424434	13508	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.030	
1470	1112223434132344	1211233231424434	13508	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.025	
1584	1112231342234434	1231423112432344	23492	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.104	
1690	1112232134423434	1231213421243344	22335	fallback_evaluated_by_x_component_coloring	1	no		1	4	0.173	
1875	1112233123424344	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		2	7	6.995	
2020	1112233412432344	1211314232234434	13986	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.517	
2181	1112234312324344	1122311344232434	7847	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.467	
2265	1112312232434434	1231142213342344	21668	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	1.548	
2251	1112312223434434	1231121243233444	20857	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.614	
2436	1112314232234434	1231121423432344	20947	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.442	
2571	1112321342423344	1231124312233444	21501	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.411	
3124	1112324231324344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.483	
58	1111222334344234	1231112243323444	20652	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.715	
77	1111222343342344	1231124321324434	21529	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.068	
80	1111222343423344	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.916	
92	1111223223443344	1231121432243434	20954	fallback_evaluated_by_x_component_coloring	-1	no		5	6	21.992	
