w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
637	1112132324243344	1231421132323444	23337	fallback_evaluated_by_x_component_coloring	0	2	3	0.189	
638	1112132324243434	1211324231324344	14674	fallback_evaluated_by_x_component_coloring	0	4	12	7.657	
639	1112132324323444	1231214321344234	22510	fallback_evaluated_by_x_component_coloring	0	2	5	1.357	
640	1112132324324344	1211223133244434	12837	fallback_evaluated_by_x_component_coloring	0	10	8	40.066	
641	1112132324324434	1231112232443344	20614	fallback_evaluated_by_x_component_coloring	0	2	5	0.850	
642	1112132324342344	1122334121324434	8735	fallback_evaluated_by_x_component_coloring	0	1	5	0.211	
643	1112132324342434	1122331142423344	8537	fallback_evaluated_by_x_component_coloring	0	2	6	1.430	
645	1112132324423344	1231114232243434	20786	fallback_evaluated_by_x_component_coloring	0	4	4	2.022	
647	1112132342233444	1122314312423344	8432	fallback_evaluated_by_x_component_coloring	0	3	7	0.257	
651	1112132342243434	1211312224334344	13805	fallback_evaluated_by_x_component_coloring	0	4	8	5.148	
653	1112132342324344	1211324312243434	14707	fallback_evaluated_by_x_component_coloring	0	2	5	0.881	
654	1112132342324434	1231423112243344	23482	fallback_evaluated_by_x_component_coloring	0	2	4	0.906	
658	1112132342423344	1231214213342434	22437	fallback_evaluated_by_x_component_coloring	0	3	12	4.712	
661	1112132342432434	1211312224343344	13807	fallback_evaluated_by_x_component_coloring	0	2	8	3.180	
665	1112132422333444	1231114223243344	20769	fallback_evaluated_by_x_component_coloring	0	4	6	4.435	
666	1112132422334344	1122313214432434	8196	fallback_evaluated_by_x_component_coloring	0	10	7	52.968	
667	1112132422334434	1122313142243344	8145	fallback_evaluated_by_x_component_coloring	0	3	9	1.843	
668	1112132422343344	1122313244312434	8250	fallback_evaluated_by_x_component_coloring	0	3	5	1.958	
670	1112132423233444	1122314132423344	8355	fallback_evaluated_by_x_component_coloring	0	3	8	1.379	
671	1112132423234344	1122313142432434	8156	fallback_evaluated_by_x_component_coloring	0	2	5	0.911	
672	1112132423234434	1211314232432344	13997	fallback_evaluated_by_x_component_coloring	0	1	5	0.168	
673	1112132423243344	1122113344223434	6609	fallback_evaluated_by_x_component_coloring	0	4	5	2.029	
674	1112132423243434	1211213342423344	12675	fallback_evaluated_by_x_component_coloring	0	2	12	1.287	
675	1112132423323444	1231112233244434	20619	fallback_evaluated_by_x_component_coloring	0	1	5	0.214	
676	1112132423324344	1231114232243434	20786	fallback_evaluated_by_x_component_coloring	0	4	4	2.091	
678	1112132423342344	1231421122334434	23313	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
679	1112132423342434	1231214231324344	22450	fallback_evaluated_by_x_component_coloring	0	2	4	0.728	
681	1112132423423344	1231212143243434	22007	fallback_evaluated_by_x_component_coloring	0	1	5	0.664	
687	1112132432342434	1211324134223344	14642	fallback_evaluated_by_x_component_coloring	0	2	8	0.224	
689	1112132432432344	1211312234324434	13835	fallback_evaluated_by_x_component_coloring	0	2	4	1.014	
690	1112132432432434	1231114232234344	20783	fallback_evaluated_by_x_component_coloring	0	2	6	1.750	
692	1112132434223344	1231112243243434	20651	fallback_evaluated_by_x_component_coloring	0	2	4	0.774	
694	1112132434232344	1211213233424434	12588	fallback_evaluated_by_x_component_coloring	0	2	6	1.743	
695	1112132434232434	1231213144223344	22216	fallback_evaluated_by_x_component_coloring	0	4	4	2.014	
697	1112134223323444	1122331241243344	8605	fallback_evaluated_by_x_component_coloring	0	2	5	0.960	
698	1112134223324344	1231211233442434	21812	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
699	1112134223324434	1211321243432344	14072	fallback_evaluated_by_x_component_coloring	0	1	5	0.653	
703	1112134223423344	1231211344232434	21905	fallback_evaluated_by_x_component_coloring	0	2	4	0.770	
705	1112134223432344	1231411232234434	23124	fallback_evaluated_by_x_component_coloring	1	1	4	0.029	
711	1112134232243344	1211322312434434	14249	fallback_evaluated_by_x_component_coloring	0	1	5	0.642	
712	1112134232243434	1231411223423344	23117	fallback_evaluated_by_x_component_coloring	1	2	3	0.178	
714	1112134232324344	1231421312233444	23409	fallback_evaluated_by_x_component_coloring	0	1	4	0.031	
715	1112134232324434	1211322413243344	14341	fallback_evaluated_by_x_component_coloring	0	2	7	1.993	
719	1112134232423344	1122311423342434	7863	fallback_evaluated_by_x_component_coloring	0	2	5	0.869	
722	1112134232432434	1231211224334344	21791	fallback_evaluated_by_x_component_coloring	0	2	5	1.387	
729	1112212323343444	1211322133424434	14202	fallback_evaluated_by_x_component_coloring	0	2	15	10.884	
730	1112212323433444	1121233243124434	4960	fallback_evaluated_by_x_component_coloring	0	2	4	1.697	
733	1112212324334434	1211322143432344	14240	fallback_evaluated_by_x_component_coloring	0	2	15	8.214	
734	1112212324343344	1231122132443434	20993	fallback_evaluated_by_x_component_coloring	0	2	4	0.731	
736	1112212332343444	1121233244314234	4975	fallback_evaluated_by_x_component_coloring	0	1	4	0.317	
737	1112212332433444	1211132243344234	12329	fallback_evaluated_by_x_component_coloring	0	3	6	2.409	
738	1112212332434344	1211233123244434	13423	fallback_evaluated_by_x_component_coloring	0	4	4	3.291	
739	1112212332434434	1231231142243344	22587	fallback_evaluated_by_x_component_coloring	0	1	6	0.523	
740	1112212334233444	1121233231424434	4928	fallback_evaluated_by_x_component_coloring	0	4	4	2.199	
743	1112212334243344	1211322133442434	14204	fallback_evaluated_by_x_component_coloring	0	2	6	1.830	
745	1112212334323444	1211132233444234	12297	fallback_evaluated_by_x_component_coloring	0	1	5	0.176	
747	1112212334324434	1231142132233444	21634	fallback_evaluated_by_x_component_coloring	0	2	5	0.849	
748	1112212334342344	1121233231424434	4928	fallback_evaluated_by_x_component_coloring	0	2	5	1.414	
749	1112212334342434	1231243121423344	23049	fallback_evaluated_by_x_component_coloring	0	2	3	0.166	
752	1112212342333444	1121233214344234	4916	fallback_evaluated_by_x_component_coloring	0	2	6	1.800	
759	1112212343243344	1231243112432434	23031	fallback_evaluated_by_x_component_coloring	0	1	4	0.022	
1	1111222233334444	1122113323442434		timeout				600.018	TaskTimeoutError: pairing exceeded the per-task time limit
2	1111222233343444	1211132324434234		timeout				600.049	TaskTimeoutError: pairing exceeded the per-task time limit
3	1111222233344344	1112232434312434	1858	fallback_evaluated_by_x_component_coloring	0	2	3	120.381	
4	1111222233344434	1213211322443344	18888	fallback_evaluated_by_x_component_coloring	0	6	7	55.589	
5	1111222233433444	1213123213244434	18285	fallback_evaluated_by_x_component_coloring	0	5	5	293.513	
6	1111222233434344	1122132314432434	7226	fallback_evaluated_by_x_component_coloring	0	4	4	46.620	
7	1111222233434434	1231121224343344	20815	fallback_evaluated_by_x_component_coloring	0	1	6	2.725	
8	1111222233443344	1123213214432434	10704	fallback_evaluated_by_x_component_coloring	0	20	9	292.127	
9	1111222233443434	1231142213234344	21661	fallback_evaluated_by_x_component_coloring	0	3	4	2.447	
10	1111222234333444	1213211432324434	18965	fallback_evaluated_by_x_component_coloring	0	5	8	49.711	
11	1111222234334344	1213214321243434	19534	fallback_evaluated_by_x_component_coloring	0	6	5	21.014	
12	1111222234334434	1213214321243344	19533	fallback_evaluated_by_x_component_coloring	0	6	6	14.897	
13	1111222234343344	1112232331442434	1758	fallback_evaluated_by_x_component_coloring	0	4	7	7.337	
15	1111222323343444	1211123233444234	12129	fallback_evaluated_by_x_component_coloring	0	2	3	125.368	
16	1111222323344344	1112223341432434	1400	fallback_evaluated_by_x_component_coloring	0	6	6	67.778	
17	1111222323344434	1212133241423344	16041	fallback_evaluated_by_x_component_coloring	0	3	6	4.507	
18	1111222323433444	1123122143344234	9485	fallback_evaluated_by_x_component_coloring	0	6	6	59.571	
20	1111222323434434	1213241132243344	19903	fallback_evaluated_by_x_component_coloring	0	3	7	3.709	
21	1111222323443344	1123213142243434	10654	fallback_evaluated_by_x_component_coloring	0	5	5	9.401	
22	1111222323443434	1213123144223344	18268	fallback_evaluated_by_x_component_coloring	0	2	4	1.054	
23	1111222324333444	1122134321243344	7677	fallback_evaluated_by_x_component_coloring	0	8	5	69.294	
24	1111222324334344	1213114222333444	17791	fallback_evaluated_by_x_component_coloring	0	8	7	31.404	
26	1111222324343344	1211134232423434	12466	fallback_evaluated_by_x_component_coloring	0	3	4	1.920	
28	1111222332343444	1231112224334344	20603	fallback_evaluated_by_x_component_coloring	0	4	6	42.080	
29	1111222332344344	1213142123324434	18655	fallback_evaluated_by_x_component_coloring	0	1	5	1.024	
30	1111222332344434	1213124213324344	18486	fallback_evaluated_by_x_component_coloring	0	4	12	5.724	
31	1111222332433444	1231112223344434	20596	fallback_evaluated_by_x_component_coloring	0	2	4	10.999	
32	1111222332434344	1123142213342434	10119	fallback_evaluated_by_x_component_coloring	0	2	8	1.428	
33	1111222332434434	1123243112243344	11470	fallback_evaluated_by_x_component_coloring	0	1	5	0.318	
34	1111222332443344	1213112243324434	17684	fallback_evaluated_by_x_component_coloring	0	6	5	13.824	
35	1111222332443434	1213112234423344	17667	fallback_evaluated_by_x_component_coloring	0	1	8	0.234	
36	1111222333243444	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	5	8	50.161	
37	1111222333423444	1212133123244434	15931	fallback_evaluated_by_x_component_coloring	0	3	5	4.321	
38	1111222333424344	1213212123344434	18982	fallback_evaluated_by_x_component_coloring	0	1	3	0.961	
39	1111222333424434	1231123214432344	21275	fallback_evaluated_by_x_component_coloring	0	2	4	3.625	
40	1111222333442344	1122123143324434	6800	fallback_evaluated_by_x_component_coloring	0	4	6	4.638	
41	1111222333442434	1213214314223344	19525	fallback_evaluated_by_x_component_coloring	0	6	10	9.923	
43	1111222334233444	1123212133444234	10431	fallback_evaluated_by_x_component_coloring	0	2	5	2.928	
44	1111222334234344	1213112232443434	17645	fallback_evaluated_by_x_component_coloring	0	3	5	2.527	
45	1111222334234434	1213112243432344	17690	fallback_evaluated_by_x_component_coloring	0	1	5	0.804	
46	1111222334243344	1123122143324434	9482	fallback_evaluated_by_x_component_coloring	0	12	14	133.878	
48	1111222334323444	1122133231244434	7433	fallback_evaluated_by_x_component_coloring	0	4	5	2.513	
49	1111222334324344	1231112232443434	20615	fallback_evaluated_by_x_component_coloring	0	1	5	0.368	
50	1111222334324434	1213231144232344	19632	fallback_evaluated_by_x_component_coloring	0	4	5	4.779	
52	1111222334342434	1231112242334344	20643	fallback_evaluated_by_x_component_coloring	0	2	9	1.466	
54	1111222334423344	1213124321233444	18552	fallback_evaluated_by_x_component_coloring	0	2	3	0.271	
56	1111222334432344	1213122133244434	18027	fallback_evaluated_by_x_component_coloring	0	12	7	62.699	
57	1111222334432434	1213243121423344	20079	fallback_evaluated_by_x_component_coloring	0	3	4	1.518	
58	1111222334434234	1231142122333444	21613	fallback_evaluated_by_x_component_coloring	0	3	7	3.461	
59	1111222342333444	1213142213243344	18693	fallback_evaluated_by_x_component_coloring	0	2	5	2.898	
60	1111222342334344	1231124312243434	21505	fallback_evaluated_by_x_component_coloring	0	4	4	4.433	
64	1111222343233444	1231112223443344	20600	fallback_evaluated_by_x_component_coloring	0	2	5	1.133	
65	1111222343234344	1112234213432434	2138	fallback_evaluated_by_x_component_coloring	0	2	4	0.800	
67	1111222343243344	1234123112324434	23948	fallback_evaluated_by_x_component_coloring	0	1	2	0.018	
68	1111222343243434	1123234114223344	11231	fallback_evaluated_by_x_component_coloring	0	3	4	1.616	
69	1111222343323444	1213213212344434	19254	fallback_evaluated_by_x_component_coloring	0	1	4	0.063	
70	1111222343324344	1231114223243434	20770	fallback_evaluated_by_x_component_coloring	0	2	6	1.860	
71	1111222343324434	1213114223233444	17796	fallback_evaluated_by_x_component_coloring	0	3	7	2.552	
72	1111222343342344	1212134321324434	16261	fallback_evaluated_by_x_component_coloring	0	1	5	0.197	
73	1111222343342434	1213124212334344	18476	fallback_evaluated_by_x_component_coloring	0	2	7	0.070	
78	1111222343432434	1234112213243344	23655	fallback_evaluated_by_x_component_coloring	0	2	3	0.185	
80	1111223223343444	1213121322443344	17910	fallback_evaluated_by_x_component_coloring	0	8	5	67.233	
81	1111223223344344	1213121242333444	17882	fallback_evaluated_by_x_component_coloring	0	15	25	175.038	
82	1111223223344434	1213122142333444	18050	fallback_evaluated_by_x_component_coloring	0	4	6	3.758	
83	1111223223433444	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	3	9	20.876	
84	1111223223434344	1231121243243434	20861	fallback_evaluated_by_x_component_coloring	0	1	4	0.175	
85	1111223223434434	1234121132243344	23797	fallback_evaluated_by_x_component_coloring	0	2	5	0.948	
86	1111223223443344	1213121243233444	17887	fallback_evaluated_by_x_component_coloring	0	8	14	28.045	
88	1111223224334344	1112232431342434	1835	fallback_evaluated_by_x_component_coloring	0	4	11	9.386	
89	1111223224334434	1231121243432344	20870	fallback_evaluated_by_x_component_coloring	0	1	5	1.033	
90	1111223224343344	1122133241432434	7464	fallback_evaluated_by_x_component_coloring	0	20	10	224.282	
91	1111223224343434	1213231441223344	19781	fallback_evaluated_by_x_component_coloring	0	2	4	0.843	
92	1111223232343444	1123211324324434	10327	fallback_evaluated_by_x_component_coloring	2	3	5	4.804	
93	1111223232344344	1122131324432434	7058	fallback_evaluated_by_x_component_coloring	0	2	7	2.281	
94	1111223232344434	1213241314223344	19993	fallback_evaluated_by_x_component_coloring	0	3	7	0.295	
95	1111223232433444	1213122433144234	18203	fallback_evaluated_by_x_component_coloring	0	8	6	27.570	
96	1111223232434344	1123211423342434	10371	fallback_evaluated_by_x_component_coloring	0	4	4	2.373	
98	1111223232443344	1212133214423434	16006	fallback_evaluated_by_x_component_coloring	0	4	7	9.502	
100	1111223233243444	1112232413434234	1825	fallback_evaluated_by_x_component_coloring	0	4	4	5.103	
101	1111223233244344	1213122412333444	18161	fallback_evaluated_by_x_component_coloring	0	8	6	30.880	
102	1111223233244434	1213122412334344	18162	fallback_evaluated_by_x_component_coloring	0	2	6	3.651	
103	1111223233423444	1213211223344434	18814	fallback_evaluated_by_x_component_coloring	0	1	4	0.173	
104	1111223233424344	1123211434232434	10397	fallback_evaluated_by_x_component_coloring	0	2	6	2.081	
105	1111223233424434	1123211324432344	10333	fallback_evaluated_by_x_component_coloring	0	2	8	4.805	
106	1111223233442344	1231121223344434	20806	fallback_evaluated_by_x_component_coloring	0	1	4	0.073	
107	1111223233442434	1231141223234344	21577	fallback_evaluated_by_x_component_coloring	0	5	6	10.266	
109	1111223234233444	1212131432324434	15689	fallback_evaluated_by_x_component_coloring	0	2	5	1.067	
110	1111223234234344	1213231421432434	19760	fallback_evaluated_by_x_component_coloring	0	1	6	0.918	
116	1111223234324434	1231142321342344	21740	fallback_evaluated_by_x_component_coloring	0	2	4	1.014	
117	1111223234342344	1231121422334434	20931	fallback_evaluated_by_x_component_coloring	0	1	5	0.194	
120	1111223234423344	1211132422343434	12395	fallback_evaluated_by_x_component_coloring	0	5	17	23.930	
122	1111223234432344	1213121422334434	17961	fallback_evaluated_by_x_component_coloring	0	2	8	0.284	
125	1111223242333444	1211132423344234	12406	fallback_evaluated_by_x_component_coloring	0	4	11	8.933	
126	1111223242334344	1112232314432434	1748	fallback_evaluated_by_x_component_coloring	0	4	6	4.853	
129	1111223242343434	1231122314423344	21071	fallback_evaluated_by_x_component_coloring	0	1	5	0.211	
130	1111223243233444	1112232431324434	1833	fallback_evaluated_by_x_component_coloring	0	4	5	2.428	
131	1111223243234344	1123142213432434	10124	fallback_evaluated_by_x_component_coloring	0	2	4	0.750	
132	1111223243234434	1213241212333444	19921	fallback_evaluated_by_x_component_coloring	0	1	5	0.229	
133	1111223243243344	1112232331442434	1758	fallback_evaluated_by_x_component_coloring	0	9	10	42.189	
134	1111223243243434	1231121324423344	20903	fallback_evaluated_by_x_component_coloring	0	2	4	0.965	
135	1111223243323444	1212133214243344	15997	fallback_evaluated_by_x_component_coloring	0	4	7	4.039	
136	1111223243324344	1231121322344434	20876	fallback_evaluated_by_x_component_coloring	0	2	4	0.908	
138	1111223243342434	1211132423324344	12402	fallback_evaluated_by_x_component_coloring	0	4	14	9.713	
140	1111223243423344	1211132324342434	12363	fallback_evaluated_by_x_component_coloring	0	4	4	2.912	
142	1111223243432344	1231121223344434	20806	fallback_evaluated_by_x_component_coloring	0	1	4	0.030	
143	1111223243432434	1211132423243344	12399	fallback_evaluated_by_x_component_coloring	0	4	14	10.640	
145	1111223322343444	1122133414223344	7501	fallback_evaluated_by_x_component_coloring	0	4	5	2.288	
146	1111223322344344	1213211434223434	18975	fallback_evaluated_by_x_component_coloring	0	8	14	27.978	
147	1111223322344434	1213121344223344	17954	fallback_evaluated_by_x_component_coloring	0	1	5	0.322	
148	1111223323243444	1213121233444234	17865	fallback_evaluated_by_x_component_coloring	0	1	2	0.057	
149	1111223323244344	1213141232323444	18627	fallback_evaluated_by_x_component_coloring	0	4	4	3.825	
150	1111223323244434	1231121422333444	20929	fallback_evaluated_by_x_component_coloring	0	2	6	1.510	
151	1111223323423444	1231121233244434	20829	fallback_evaluated_by_x_component_coloring	0	1	4	0.065	
153	1111223323424434	1213243142132344	20110	fallback_evaluated_by_x_component_coloring	0	1	4	0.072	
154	1111223323442344	1122132343124434	7266	fallback_evaluated_by_x_component_coloring	0	2	4	1.034	
155	1111223323442434	1123241342123344	11458	fallback_evaluated_by_x_component_coloring	0	1	3	0.008	
157	1111223324233444	1122133421423344	7517	fallback_evaluated_by_x_component_coloring	0	4	12	8.370	
158	1111223324234344	1123211243432434	10299	fallback_evaluated_by_x_component_coloring	0	2	4	0.840	
160	1111223324243344	1231142231324434	21683	fallback_evaluated_by_x_component_coloring	-4	6	8	21.176	
162	1111223324323444	1112232431344234	1836	fallback_evaluated_by_x_component_coloring	0	2	4	0.814	
163	1111223324324344	1122131432243434	7106	fallback_evaluated_by_x_component_coloring	0	6	6	8.094	
164	1111223324324434	1213122132443344	18022	fallback_evaluated_by_x_component_coloring	0	4	5	2.077	
166	1111223324342434	1213121432324344	17986	fallback_evaluated_by_x_component_coloring	0	1	6	0.879	
168	1111223324423344	1211132322443434	12343	fallback_evaluated_by_x_component_coloring	0	10	8	58.415	
169	1111223324423434	1213211422343344	18940	fallback_evaluated_by_x_component_coloring	0	2	5	0.894	
170	1111223324432344	1213211322434434	18887	fallback_evaluated_by_x_component_coloring	0	6	6	11.285	
171	1111223324432434	1234111232243344	23587	fallback_evaluated_by_x_component_coloring	0	4	2	1.062	
173	1111223342233444	1213121223443344	17840	fallback_evaluated_by_x_component_coloring	0	6	5	10.337	
174	1111223342234344	1231141222333444	21571	fallback_evaluated_by_x_component_coloring	0	5	8	11.901	
176	1111223342243344	1213243114223434	20064	fallback_evaluated_by_x_component_coloring	0	2	4	0.871	
179	1111223342324344	1231121432243434	20954	fallback_evaluated_by_x_component_coloring	0	8	6	22.192	
182	1111223342342434	1231142314223344	21727	fallback_evaluated_by_x_component_coloring	0	2	4	0.780	
184	1111223342423344	1231121324243434	20896	fallback_evaluated_by_x_component_coloring	0	2	7	0.073	
189	1111223344223344	1112233214342434	1945	fallback_evaluated_by_x_component_coloring	0	2	7	2.873	
190	1111223344223434	1211132324243344	12357	fallback_partial		7	5	7.606	
192	1111223344232434	1213142212334344	18686	fallback_evaluated_by_x_component_coloring	0	2	4	0.735	
194	1111223422333444	1212133214234434	15996	fallback_evaluated_by_x_component_coloring	0	2	5	1.710	
195	1111223422334344	1213241123233444	19884	fallback_evaluated_by_x_component_coloring	0	2	4	0.775	
197	1111223422343344	1213122143323444	18060	fallback_evaluated_by_x_component_coloring	0	4	6	3.093	
199	1111223423233444	1213142122334344	18644	fallback_evaluated_by_x_component_coloring	0	4	4	2.027	
201	1111223423234434	1213142132432344	18677	fallback_evaluated_by_x_component_coloring	0	1	5	0.202	
202	1111223423243344	1231142231432434	21690	fallback_evaluated_by_x_component_coloring	0	2	5	1.399	
205	1111223423324344	1112233244132434	2001	fallback_evaluated_by_x_component_coloring	0	1	6	0.893	
206	1111223423324434	1231142132432344	21647	fallback_evaluated_by_x_component_coloring	0	4	4	3.003	
216	1111223432234434	1231122134432344	21017	fallback_evaluated_by_x_component_coloring	0	1	5	0.202	
218	1111223432324344	1213142233142434	18726	fallback_evaluated_by_x_component_coloring	0	4	4	2.105	
219	1111223432324434	1213142123342344	18656	fallback_evaluated_by_x_component_coloring	0	1	4	0.044	
223	1111223432423344	1213231123244434	19591	fallback_evaluated_by_x_component_coloring	0	2	3	0.180	
225	1111223432432344	1213142123324434	18655	fallback_proved_zero	0	0	4	0.042	
226	1111223432432434	1231122124334344	20981	fallback_evaluated_by_x_component_coloring	0	2	5	1.500	
228	1111223434223344	1231142231243434	21680	fallback_evaluated_by_x_component_coloring	0	1	4	0.190	
230	1111223434232344	1213122142334434	18052	fallback_evaluated_by_x_component_coloring	0	4	4	2.061	
233	1111232223433444	1212113344223344	15188	fallback_evaluated_by_x_component_coloring	0	2	6	1.956	
235	1111232223434434	1231112342243344	20701	fallback_evaluated_by_x_component_coloring	0	1	4	0.094	
238	1111232232344344	1123212434312434	10612	fallback_evaluated_by_x_component_coloring	0	1	3	0.037	
239	1111232232433444	1123211324234434	10322	fallback_evaluated_by_x_component_coloring	0	5	10	10.666	
241	1111232232434434	1213213214432344	19283	fallback_evaluated_by_x_component_coloring	0	2	7	2.020	
242	1111232232443434	1234112323124344	23741	fallback_evaluated_by_x_component_coloring	0	1	2	0.047	
243	1111232233243444	1234112213324434	23659	fallback_evaluated_by_x_component_coloring	0	4	4	2.327	
244	1111232233244344	1123212431324434	10587	fallback_evaluated_by_x_component_coloring	0	2	6	2.008	
246	1111232233424344	1213214324132434	19559	fallback_evaluated_by_x_component_coloring	0	4	5	2.184	
247	1111232233424434	1213212433142344	19179	fallback_evaluated_by_x_component_coloring	0	2	4	0.841	
249	1111232233442434	1213214324123344	19556	fallback_evaluated_by_x_component_coloring	0	3	5	1.940	
251	1111232234233444	1112223433414234	1466	fallback_evaluated_by_x_component_coloring	0	1	5	0.770	
257	1111232234324344	1123211322344434	10304	fallback_evaluated_by_x_component_coloring	0	2	6	1.851	
266	1111232242333444	1213112323244434	17705	fallback_evaluated_by_x_component_coloring	0	2	4	4.224	
268	1111232242334434	1213213442132344	19404	fallback_evaluated_by_x_component_coloring	0	1	4	0.190	
271	1111232243233444	1213214321324344	19536	fallback_evaluated_by_x_component_coloring	0	1	6	0.712	
272	1111232243234344	1213214213432434	19472	fallback_evaluated_by_x_component_coloring	0	2	5	1.002	
274	1111232243243344	1123212331442434	10512	fallback_evaluated_by_x_component_coloring	0	4	4	3.499	
275	1111232243243434	1123213214423344	10701	fallback_evaluated_by_x_component_coloring	0	3	6	1.966	
276	1111232243323444	1122113432344234	6644	fallback_evaluated_by_x_component_coloring	0	2	4	1.166	
277	1111232243342344	1123214213324434	10885	fallback_evaluated_by_x_component_coloring	0	1	7	1.168	
278	1111232243342434	1213112422334344	17750	fallback_evaluated_by_x_component_coloring	0	3	13	6.669	
279	1111232243344234	1234112213323444	23657	fallback_evaluated_by_x_component_coloring	0	1	4	0.021	
280	1111232243423344	1213214312233444	19509	fallback_evaluated_by_x_component_coloring	0	1	6	1.020	
283	1111232243432434	1123213414223344	10777	fallback_evaluated_by_x_component_coloring	0	4	5	4.184	
286	1111232322344344	1213214134223434	19449	fallback_evaluated_by_x_component_coloring	0	5	10	5.412	
287	1111232322433444	1231112234423344	20637	fallback_evaluated_by_x_component_coloring	0	1	4	0.111	
288	1111232322434344	1213213142243434	19234	fallback_evaluated_by_x_component_coloring	0	1	6	0.584	
290	1111232322443434	1213214132243344	19435	fallback_evaluated_by_x_component_coloring	0	5	10	22.268	
291	1111232323243444	1123213142423344	10661	fallback_evaluated_by_x_component_coloring	0	4	4	2.162	
302	1111232324243344	1213212142333444	19028	fallback_evaluated_by_x_component_coloring	0	4	5	2.287	
304	1111232324323444	1213213231444234	19295	fallback_evaluated_by_x_component_coloring	0	1	5	0.209	
305	1111232324324344	1213214122333444	19411	fallback_evaluated_by_x_component_coloring	0	2	7	1.887	
306	1111232324324434	1234112132243344	23629	fallback_evaluated_by_x_component_coloring	0	2	5	1.378	
308	1111232324342434	1213212143423344	19044	fallback_evaluated_by_x_component_coloring	0	2	8	0.235	
312	1111232324432344	1213212133424434	19008	fallback_evaluated_by_x_component_coloring	0	2	8	0.245	
314	1111232342233444	1123214213434234	10893	fallback_evaluated_by_x_component_coloring	0	1	4	0.035	
317	1111232342243344	1123214314223434	10946	fallback_evaluated_by_x_component_coloring	0	1	5	0.198	
325	1111232342423344	1234112213243434	23656	fallback_evaluated_by_x_component_coloring	-1	1	3	0.007	
334	1111232422333444	1234112132234434	23628	fallback_evaluated_by_x_component_coloring	0	2	2	0.325	
335	1111232422334344	1213214123342434	19425	fallback_evaluated_by_x_component_coloring	0	2	6	1.773	
337	1111232422343344	1213214123324434	19423	fallback_evaluated_by_x_component_coloring	0	2	6	1.597	
338	1111232422343434	1234112134223344	23642	fallback_evaluated_by_x_component_coloring	-1	1	3	0.007	
339	1111232423233444	1231112243434234	20662	fallback_evaluated_by_x_component_coloring	0	3	3	0.956	
340	1111232423234344	1212113233442434	15098	fallback_evaluated_by_x_component_coloring	0	2	8	0.245	
347	1111232423342344	1123214231324434	10901	fallback_evaluated_by_x_component_coloring	0	1	6	0.812	
355	1111232432323444	1213112234243344	17659	fallback_evaluated_by_x_component_coloring	0	3	5	1.867	
361	1111232432423344	1213213214432434	19284	fallback_evaluated_by_x_component_coloring	0	4	7	4.022	
363	1111232432432344	1112223343124434	1404	fallback_proved_zero	0	0	4	0.401	
366	1111232434223344	1123214321243434	10954	fallback_evaluated_by_x_component_coloring	0	1	5	0.660	
371	1111234223233444	1213211243434234	18880	fallback_evaluated_by_x_component_coloring	0	2	7	0.076	
408	1112122233343444	1231212431324344	22136	fallback_evaluated_by_x_component_coloring	0	2	4	139.743	
409	1112122233344344	1231112223443434	20601	fallback_evaluated_by_x_component_coloring	0	4	4	47.697	
410	1112122233433444	1231211423234434	21914	fallback_evaluated_by_x_component_coloring	0	1	4	8.417	
411	1112122233434344	1211324213342434	14661	fallback_evaluated_by_x_component_coloring	0	8	27	103.011	
413	1112122233443434	1211324323124344	14741	fallback_evaluated_by_x_component_coloring	-2	3	4	1.789	
414	1112122234334344	1122112333442434	6448	fallback_evaluated_by_x_component_coloring	0	2	9	1.736	
415	1112122234334434	1122331421243344	8661	fallback_evaluated_by_x_component_coloring	0	1	6	0.709	
418	1112122323343444	1231112243423344	20658	fallback_evaluated_by_x_component_coloring	0	2	4	12.966	
419	1112122323344344	1231213144223434	22217	fallback_evaluated_by_x_component_coloring	0	4	4	8.807	
421	1112122323434344	1211312243342434	13858	fallback_evaluated_by_x_component_coloring	0	1	7	1.343	
423	1112122323443434	1231214132234344	22403	fallback_evaluated_by_x_component_coloring	0	1	5	0.696	
425	1112122324334434	1231423121233444	23500	fallback_evaluated_by_x_component_coloring	0	1	2	0.037	
426	1112122324343344	1122331142423434	8538	fallback_evaluated_by_x_component_coloring	0	2	6	1.834	
427	1112122324343434	1231112243423344	20658	fallback_evaluated_by_x_component_coloring	0	1	5	0.673	
430	1112122332433444	1231213144223344	22216	fallback_evaluated_by_x_component_coloring	0	3	5	4.124	
431	1112122332434344	1231213214432434	22254	fallback_evaluated_by_x_component_coloring	0	6	5	10.436	
432	1112122332434434	1211322134243344	14209	fallback_evaluated_by_x_component_coloring	0	2	7	1.900	
433	1112122332443434	1211213344223344	12680	fallback_evaluated_by_x_component_coloring	0	4	5	5.141	
434	1112122333423444	1121324213344234	6082	fallback_evaluated_by_x_component_coloring	0	2	8	0.508	
436	1112122333442434	1231214324123344	22526	fallback_evaluated_by_x_component_coloring	0	4	4	3.954	
437	1112122334233444	1121324321434234	6159	fallback_evaluated_by_x_component_coloring	0	2	4	0.920	
